name,reviewCount,rating,published,title,content,brand,contentclean,sscore,gender,ts,year,month,weekday
Kim Kærsner,13.0,25,2022-12-02,Prisgaranti :-(,"Prisgaranti. Jeg har været i dialog med dem om deres prisgaranti, men den garanti er ikke meget værd:-(2 dage efter jeg køber en vare hos dem sætter de prisen ned med næsten 15%. Jeg kontakter dem via kundeservice på mail og først efter flere dage, hører jeg fra dem med besked om, at det kan de ikke gøre noget ved, da de ikke kunne se, om varen var på lager, da jeg skrev til dem :-( Altså. Glem alt om deres garanti. Det er intet værd :-(",Power,"Prisgaranti. Jeg har været i dialog med dem om deres prisgaranti, men den garanti er ikke meget værd:-(2 dage efter jeg køber en vare hos dem sætter de prisen ned med næsten 15%. Jeg kontakter dem via kundeservice på mail og først efter flere dage, hører jeg fra dem med besked om, at det kan de ikke gøre noget ved, da de ikke kunne se, om varen var på lager, da jeg skrev til dem :-( Altså. Glem alt om deres garanti. Det er intet værd :-(",0.4444444444444445,M,2022-12-02,2022,12,4
Sabrina Rasmussen,7.0,15,2021-09-17,Køb af en brugt computer ...,"Jeg købte en computer til mit studie og blev informeret om at den ingenting fejlede. Da jeg kom hjem og åbnede den, var computeren brugt. Det kunne jeg se både på ydersiden og bagsiden af computeren, da der var sorte mærker på den. Derudover stod der et andet navn på forsiden af computeren, da jeg tændte for den og startede direkte op uden nogen form for indstillinger. Jeg købte denne computer og gav fuld pris for den i god tro om, at den var HELT ny! Da jeg kom tilbage med den, sagde ekspedienten, at det kunne han tydeligt se og han var ikke i tvivl om, at han havde solgt mig en BRUGT computer UDEN at informere om det. Jeg gik ud fra butikken uden nogen form for dispensation eller svar på, hvorfor jeg ikke var blevet informeret om dette, da jeg købte computeren. Aldrig om jeg sætter mine ben i Power igen!",Power,"Jeg købte en computer til mit studie og blev informeret om at den ingenting fejlede. Da jeg kom hjem og åbnede den, var computeren brugt. Det kunne jeg se både på ydersiden og bagsiden af computeren, da der var sorte mærker på den. Derudover stod der et andet navn på forsiden af computeren, da jeg tændte for den og startede direkte op uden nogen form for indstillinger. Jeg købte denne computer og gav fuld pris for den i god tro om, at den var HELT ny! Da jeg kom tilbage med den, sagde ekspedienten, at det kunne han tydeligt se og han var ikke i tvivl om, at han havde solgt mig en BRUGT computer UDEN at informere om det. Jeg gik ud fra butikken uden nogen form for dispensation eller svar på, hvorfor jeg ikke var blevet informeret om dette, da jeg købte computeren. Aldrig om jeg sætter mine ben i  igen!",0.7281046349999991,Ukendt,2021-09-17,2021,9,4
Kenney Clausen,2.0,55,2022-10-10,Klasse hjælp i en nødsituation,"Hurtig, venlig og ihærdig betjening fra Nesar i salgschatten, når det gælder ! - Klasse oplevelse, og tak for det !De bedste hilsner, Kenney",Power,"Hurtig, venlig og ihærdig betjening fra Nesar i salgschatten, når det gælder ! - Klasse oplevelse, og tak for det !De bedste hilsner, Kenney",2.7790788960000006,Ukendt,2022-10-10,2022,10,0
conrado g cervantes,1.0,55,2023-03-22,Nemt at hente varen som er bestilt på…,Nemt at hente varen som er bestilt på nettet...meget tilfreds med købet😊,Power,Nemt at hente varen som er bestilt på nettet...meget tilfreds med købet😊,1.444444444444444,Ukendt,2023-03-22,2023,3,2
Carsten ,67.0,55,2022-01-03,Alt var fint,Alt var fint. Intet at bemærke.,Power,Alt var fint. Intet at bemærke.,1.222222222222222,M,2022-01-03,2022,1,0
Hanne Rasmussen,2.0,45,2023-04-24,Det var en god og grundig vejledning…,"Det var en god og grundig vejledning jeg fik fra den unge mand som hjalp, mig til mit valg af nr. 2 fjernsyn.",Power,"Det var en god og grundig vejledning jeg fik fra den unge mand som hjalp, mig til mit valg af nr. 2 fjernsyn.",0.9523809523809523,F,2023-04-24,2023,4,0
sabrine,26.0,55,2023-02-07,Hurtigt og nemt,Hurtigt og nemtHentede min bestilling i butikMeget høfligt personale.,Power,Hurtigt og nemtHentede min bestilling i butikMeget høfligt personale.,2.5,Ukendt,2023-02-07,2023,2,1
Anders ,22.0,25,2021-04-18,Skuffelse,"Ja, den støvsuger var på udsalg, fordi originalindpakningen manglede. Jeg spurgte flere gange ekspedienten om alt var med, hvilket han forsikrede. Nejnej, ingen grund til at åbne bobleplasten for at tjekke. Det gør vi ikke, for den er kontrolleret, og der står her at alt er med. Ooog det var så ikke helt rigtigt. Da jeg så kom tilbage for at få resten med, eller i det mindste en oplader, var der ikke så meget at snakke om... jeg kunne da bringe den tilbage og måske returnere den, men nu har jeg jo åbnet bobleplasten... nu må jeg finde stumperne andetsteds.",Power,"Ja, den støvsuger var på udsalg, fordi originalindpakningen manglede. Jeg spurgte flere gange ekspedienten om alt var med, hvilket han forsikrede. Nejnej, ingen grund til at åbne bobleplasten for at tjekke. Det gør vi ikke, for den er kontrolleret, og der står her at alt er med. Ooog det var så ikke helt rigtigt. Da jeg så kom tilbage for at få resten med, eller i det mindste en oplader, var der ikke så meget at snakke om... jeg kunne da bringe den tilbage og måske returnere den, men nu har jeg jo åbnet bobleplasten... nu må jeg finde stumperne andetsteds.",0.360802469135802,M,2021-04-18,2021,4,6
E. Paulsen,4.0,25,2023-02-07,Rodet oplevelse,"Rodet oplevelse. Først var varen i forretningen, så kunne man ikke finde den. Ved nybestilling af varen tog det adskillige dage at udlevere den på trods af at varen var ankommet til forretningen! Oplevelsen af personalet holdning var heller ikke positiv.",Power,"Rodet oplevelse. Først var varen i forretningen, så kunne man ikke finde den. Ved nybestilling af varen tog det adskillige dage at udlevere den på trods af at varen var ankommet til forretningen! Oplevelsen af personalet holdning var heller ikke positiv.",0.7116637500000005,Ukendt,2023-02-07,2023,2,1
Marius Achton,2.0,55,2023-03-29,Fanme god service,"Fanme god service, skulle have byttet mine høretelefoner hvor der vsr en løs forbindelse, de kunne ikke finde at mit nummer var registret og prøvede alt for at finde at jeg faktisk har købt det, vi fandt til sidst ud af det og fik et par nye😀 tak for alt den hjælp! Og indsats",Power,"Fanme god service, skulle have byttet mine høretelefoner hvor der vsr en løs forbindelse, de kunne ikke finde at mit nummer var registret og prøvede alt for at finde at jeg faktisk har købt det, vi fandt til sidst ud af det og fik et par nye😀 tak for alt den hjælp! Og indsats",0.7407112500000004,M,2023-03-29,2023,3,2
Bernt Jepsen,29.0,15,2020-07-06,amatører,"Vi var inde og købe iPad til 3333kr ,der stod i tilbudsavisen ,den havde de ikke og de kunne ikke bestille den hjem fra de andre butikker selvom de havde dem, så fandt vi en i deres udstillinger af iPad ,men den var udgået og dem havde de slet ikke ,hvorfor udstille noget i butikken som man ikke har ,kommer aldrig igen",Power,"Vi var inde og købe iPad til 3333kr ,der stod i tilbudsavisen ,den havde de ikke og de kunne ikke bestille den hjem fra de andre butikker selvom de havde dem, så fandt vi en i deres udstillinger af iPad ,men den var udgået og dem havde de slet ikke ,hvorfor udstille noget i butikken som man ikke har ,kommer aldrig igen",-0.42083333333333384,M,2020-07-06,2020,7,0
Jane Birgitte Jensen,41.0,55,2021-09-13,Godt tillfreds,"Godt tillfreds med mit produkt , hjælpen og rådene jeg fik undervejs fra jeres medarbejdere.. fin og hurtig levering 😊",Power,"Godt tillfreds med mit produkt , hjælpen og rådene jeg fik undervejs fra jeres medarbejdere.. fin og hurtig levering 😊",1.037037037037037,F,2021-09-13,2021,9,0
jette,47.0,55,2021-04-28,Køb/bytte af garmin ur vivoactive 3 til…,"Køb/bytte af garmin ur vivoactive 3 til et vivoactiv 4Efter ca 11/2 år holdt mit ur kun 24 timer på en opladning af batteri, fik pengene retur og købte et nyt vivoactive 4 God service",Power,"Køb/bytte af garmin ur vivoactive 3 til et vivoactiv 4Efter ca 11/2 år holdt mit ur kun 24 timer på en opladning af batteri, fik pengene retur og købte et nyt vivoactive 4 God service",1.185185185185184,F,2021-04-28,2021,4,2
Anette ,2.0,55,2023-01-19,Jeg er super tilfreds,"Jeg er super tilfreds. Helt utrolig vejledning, venlig igen dygtig sælger.Jeg er helt tilfreds med køb og oplevelse af dette.",Power,"Jeg er super tilfreds. Helt utrolig vejledning, venlig igen dygtig sælger.Jeg er helt tilfreds med køb og oplevelse af dette.",1.7099999999999995,F,2023-01-19,2023,1,3
Ingelise,17.0,55,2023-01-06,God service,Jeg blev betjent af en dygtig og meget servicemindet ung pige i Power Køge ved køb af aktivitetsur. Tak for god oplevelse. 👍🙂.,Power,Jeg blev betjent af en dygtig og meget servicemindet ung pige i  Køge ved køb af aktivitetsur. Tak for god oplevelse. 👍🙂.,1.4458333333333337,F,2023-01-06,2023,1,4
Egon,2.0,45,2022-12-31,God betjening og vejledning,Dato for oplevelse: 29. december 2022,Power,Dato for oplevelse: 29. december 2022,0.5,M,2022-12-31,2022,12,5
Sebastian,12.0,35,2021-05-25,Billigt,Billigt. Men kundesupporten var elendig og leveringen blev lige pludseligt forsinket uden nærmere forklaring.,Power,Billigt. Men kundesupporten var elendig og leveringen blev lige pludseligt forsinket uden nærmere forklaring.,-0.9597222222222229,M,2021-05-25,2021,5,1
Jonas M. Cohen,43.0,25,2021-10-28,Prismatch er utroværdigt hos Power,Jeg har flere gange forsøgt at få prismatch i power men bliver altid afvist. Det virker utroværdigt. En anden ting er at de annoncerede udsalgsvarer aldrig er på lager når man ønsker at købe dem,Power,Jeg har flere gange forsøgt at få prismatch i  men bliver altid afvist. Det virker utroværdigt. En anden ting er at de annoncerede udsalgsvarer aldrig er på lager når man ønsker at købe dem,0.11499999999999985,M,2021-10-28,2021,10,3
lars jørgensen,1.0,15,2021-10-14,ALDRIG MERE.,"hvis man kunne give mindre end 1 stjerne havde de fået det.køber et 50"" tv. kommer hjem med det og skærmen er helt smadret( trykket ind)køre tilbage til butikken og de vil ikke hjælpe, mener jeg selv har forskyldt dette.men måden det er trykket ind på så skulle jeg have haft stilt det op og givet det med et knytnæve, dette er sket i siden.der er ingen hjælp at hente efter utallige henvendelser.nu har de mistet en kunde mere.OPDATERING:power ringede kl 9 i morges, han lovede at ringe tilbage efter max 1 time. dette er ikke sket så stadigINGEN LØSNING.",Power,"hvis man kunne give mindre end 1 stjerne havde de fået det.køber et 50"" tv. kommer hjem med det og skærmen er helt smadret( trykket ind)køre tilbage til butikken og de vil ikke hjælpe, mener jeg selv har forskyldt dette.men måden det er trykket ind på så skulle jeg have haft stilt det op og givet det med et knytnæve, dette er sket i siden.der er ingen hjælp at hente efter utallige henvendelser.nu har de mistet en kunde mere.OPDATERING: ringede kl 9 i morges, han lovede at ringe tilbage efter max 1 time. dette er ikke sket så stadigINGEN LØSNING.",0.016488425925925403,M,2021-10-14,2021,10,3
Lisa F Hansen,28.0,55,2023-03-07,Det var hurtigt og nemt,Det var hurtigt og nemt. Rigtig god handel,Power,Det var hurtigt og nemt. Rigtig god handel,1.7499999999999984,F,2023-03-07,2023,3,1
Euc Lillebælt,4.0,55,2023-01-25,Super god betjening og rådgivning af…,Super god betjening og rådgivning af personalet i Kolding  da jeg skulle have en ny pc.Men købte den over mail fra rådgivning fra personalet for den var ikke hjemme,Power,Super god betjening og rådgivning af personalet i Kolding  da jeg skulle have en ny pc.Men købte den over mail fra rådgivning fra personalet for den var ikke hjemme,0.4097222222222217,Ukendt,2023-01-25,2023,1,2
Jan Simonsen,26.0,55,2022-12-03,Ekspedient dygtig til at foreslå…,Ekspedient dygtig til at foreslå alternativer til det vi selv havde forestillet os som det optimale - så vi kom hjem men noget meget bedre TV,Power,Ekspedient dygtig til at foreslå alternativer til det vi selv havde forestillet os som det optimale - så vi kom hjem men noget meget bedre TV,0.7080222222222221,M,2022-12-03,2022,12,5
Sven Arne Pedersen,10.0,55,2021-10-27,Det tog lidt tid men i skaffede varen,"Det tog lidt tid men i skaffede varen, og var så venlige at betale fragten, så tak for det",Power,"Det tog lidt tid men i skaffede varen, og var så venlige at betale fragten, så tak for det",1.7208333333333332,M,2021-10-27,2021,10,2
Anne Lise Johansen,58.0,55,2021-05-18,Alt gik efter planen,Dato for oplevelse: 18. maj 2021,Power,Dato for oplevelse: 18. maj 2021,0.166666666666667,F,2021-05-18,2021,5,1
liselotte kauman,7.0,45,2020-11-23,Alt gik fint så ingen brmærkninger,Dato for oplevelse: 23. november 2020,Power,Dato for oplevelse: 23. november 2020,0.666666666666667,F,2020-11-23,2020,11,0
Sanne Schomburg Klestrup Hansen ,6.0,15,2021-04-08,fik en julegave 2020 på et kvittering…,"fik en julegave 2020 på et kvittering så jeg kunne hente den efter hjemkomst fra lager. Det er ikke sket endnu, trods utallige henvendelser til kundeservice med ligeså mange dårlige undskyldninger. senest en henvisning til chefen for powerafdelingen. stadig ingen respons. Hvis antal stjerner var 1 ud af 100, ville det passe bedre med den ene stjerne",Power,"fik en julegave 2020 på et kvittering så jeg kunne hente den efter hjemkomst fra lager. Det er ikke sket endnu, trods utallige henvendelser til kundeservice med ligeså mange dårlige undskyldninger. senest en henvisning til chefen for powerafdelingen. stadig ingen respons. Hvis antal stjerner var 1 ud af 100, ville det passe bedre med den ene stjerne",-0.1230158730158729,F,2021-04-08,2021,4,3
Rie Lauritzen ,21.0,15,2021-01-26,Reklamation uden kvittering eller…,"Reklamation uden kvittering eller dokumentationJeg indleverede et ur der ikke virker optimalt og får besked på at jeg vil modtage en sms kort tid efter. Skriver under på en håndskreven note og forventer at modtage en reel kvittering på mail eller sms. Modtager intet. Dagen efter skriver jeg til kundeservice der siger at der plejer at gå op til 24 timer. Dag 2. skriver jeg til kundeservice igen, der nu siger at der kan gå et par dage og at jeg bare skal være glad for at jeg kan reklamere trods corona. Dag 4 stadig intet modtaget så skriver IGEN til kundeservice. Modtager en fil der siger at uret er indleveret og får afvide at jeg ikke høre fra dem før uret er tilbage i butikken igen efter endt reparation. de kunne hverken fortælle mig om uret er afsendt til leverandøren eller hvad tidsestimatet er ? jeg har før haft reklemationssager hos Power og de har været SÅ gode og man har kunne følge sin sag via et link. Det er ikke sælig betryggende at aflevere et produkt og ikke ane hvor i verden det er eller hvor længe det tager.",Power,"Reklamation uden kvittering eller dokumentationJeg indleverede et ur der ikke virker optimalt og får besked på at jeg vil modtage en sms kort tid efter. Skriver under på en håndskreven note og forventer at modtage en reel kvittering på mail eller sms. Modtager intet. Dagen efter skriver jeg til kundeservice der siger at der plejer at gå op til 24 timer. Dag 2. skriver jeg til kundeservice igen, der nu siger at der kan gå et par dage og at jeg bare skal være glad for at jeg kan reklamere trods corona. Dag 4 stadig intet modtaget så skriver IGEN til kundeservice. Modtager en fil der siger at uret er indleveret og får afvide at jeg ikke høre fra dem før uret er tilbage i butikken igen efter endt reparation. de kunne hverken fortælle mig om uret er afsendt til leverandøren eller hvad tidsestimatet er ? jeg har før haft reklemationssager hos  og de har været SÅ gode og man har kunne følge sin sag via et link. Det er ikke sælig betryggende at aflevere et produkt og ikke ane hvor i verden det er eller hvor længe det tager.",0.3714285714285712,F,2021-01-26,2021,1,1
